distrito,numero_medio_alojamientos
2713304,0.3333333333333333
2727360,0.3333333333333333
2747005,0.3333333333333333
2779192,0.3333333333333333
2785251,0.3333333333333333
2847013,0.6666666666666666
2857508,0.3333333333333333
2864064,1.6666666666666667
2267893,0.3333333333333333
153391,2.0
2952250,0.6666666666666666
1567773,0.3333333333333333
2960080,0.6666666666666666
2990747,0.3333333333333333
3017315,0.6666666666666666
2174652,0.3333333333333333
3121587,0.3333333333333333
3214130,0.3333333333333333
3290138,0.3333333333333333
2991670,1.0
1375487,0.3333333333333333
3329487,0.3333333333333333
3432379,0.3333333333333333
3317937,0.3333333333333333
3466426,0.3333333333333333
9228673,0.6666666666666666
1941314,0.3333333333333333
3544353,0.3333333333333333
3021792,0.3333333333333333
3569462,0.3333333333333333
3534151,0.3333333333333333
3606346,1.0
3648882,0.3333333333333333
3691303,0.3333333333333333
1954334,0.3333333333333333
2555202,0.3333333333333333
3746437,0.3333333333333333
2172169,0.3333333333333333
1566057,0.3333333333333333
3797913,1.3333333333333333
3771869,0.3333333333333333
1719263,0.3333333333333333
1625657,0.3333333333333333
3898452,0.6666666666666666
216570,0.3333333333333333
3438657,0.3333333333333333
3961468,0.3333333333333333
3983613,0.6666666666666666
690223,0.3333333333333333
2670977,0.3333333333333333
4012290,0.3333333333333333
4032439,0.3333333333333333
4036376,0.3333333333333333
4053105,0.3333333333333333
4069734,0.3333333333333333
2991925,1.3333333333333333
4083688,1.3333333333333333
4112877,0.3333333333333333
4118311,0.3333333333333333
4161237,0.3333333333333333
4180632,0.3333333333333333
4277536,0.3333333333333333
4286142,0.3333333333333333
4292037,1.0
4295642,0.3333333333333333
4305310,0.6666666666666666
1341870,0.3333333333333333
4211443,1.0
4354906,0.3333333333333333
3298293,0.3333333333333333
4410687,0.3333333333333333
2489796,0.3333333333333333
1331093,0.6666666666666666
4424070,0.3333333333333333
3726732,1.6666666666666667
4247556,0.3333333333333333
584351,0.3333333333333333
1714750,0.6666666666666666
3631892,0.3333333333333333
2668849,0.3333333333333333
2419618,0.3333333333333333
4312150,0.3333333333333333
4582755,0.6666666666666666
4504807,0.3333333333333333
4677458,0.3333333333333333
4684397,0.3333333333333333
2646146,0.3333333333333333
4710774,0.3333333333333333
4665174,0.3333333333333333
4762305,0.3333333333333333
266650,0.3333333333333333
4826927,0.3333333333333333
4831338,0.3333333333333333
4839888,2.3333333333333335
4860266,0.3333333333333333
1574604,0.3333333333333333
4967875,1.3333333333333333
4975799,1.0
4977367,0.3333333333333333
5052379,0.3333333333333333
5114074,0.3333333333333333
1738341,0.3333333333333333
5132742,0.3333333333333333
4722486,0.3333333333333333
5211661,0.3333333333333333
5302455,0.3333333333333333
5347216,0.3333333333333333
534128,1.0
4839698,0.3333333333333333
5343904,0.3333333333333333
5521269,0.3333333333333333
5528551,0.3333333333333333
5542111,4.0
4361819,1.0
5719307,0.3333333333333333
5759904,0.3333333333333333
5785483,1.0
5798033,0.3333333333333333
571765,0.3333333333333333
5824815,0.3333333333333333
2214378,0.3333333333333333
5869715,0.3333333333333333
5896428,0.3333333333333333
5918751,0.3333333333333333
5950981,0.3333333333333333
2228918,0.3333333333333333
5941001,0.3333333333333333
3612732,0.3333333333333333
993166,0.3333333333333333
6072314,1.0
6075016,0.3333333333333333
6119221,0.3333333333333333
6152491,0.3333333333333333
6191686,0.3333333333333333
5870563,0.3333333333333333
6270912,0.3333333333333333
6282893,0.6666666666666666
6284734,0.3333333333333333
4599639,2.0
6412103,0.3333333333333333
6436336,0.3333333333333333
6443996,0.3333333333333333
6466920,0.3333333333333333
6483080,0.3333333333333333
6636854,0.3333333333333333
6566447,1.0
6598518,0.3333333333333333
6749419,0.3333333333333333
6755278,0.3333333333333333
6818751,0.3333333333333333
2067969,0.3333333333333333
6928584,0.3333333333333333
6944433,0.3333333333333333
6871745,0.3333333333333333
7049661,0.3333333333333333
4190343,1.0
7122460,0.3333333333333333
7153063,0.3333333333333333
7170175,0.3333333333333333
7218465,0.6666666666666666
1470394,0.6666666666666666
7223907,0.3333333333333333
7033920,0.3333333333333333
7306349,0.3333333333333333
7375454,0.3333333333333333
7395294,0.3333333333333333
7420783,0.3333333333333333
2741468,0.3333333333333333
7595958,0.3333333333333333
5633658,0.3333333333333333
7751680,0.3333333333333333
5500409,0.6666666666666666
7823688,0.6666666666666666
7850049,0.3333333333333333
7652350,0.3333333333333333
8125749,0.3333333333333333
8130428,0.3333333333333333
8192639,0.3333333333333333
8345477,0.3333333333333333
8385568,0.3333333333333333
6816328,0.3333333333333333
1666293,0.3333333333333333
7874554,0.3333333333333333
8532170,0.3333333333333333
5790036,0.3333333333333333
1973600,0.3333333333333333
3514685,0.3333333333333333
8578326,0.3333333333333333
6271519,0.3333333333333333
3540591,0.3333333333333333
8607668,0.3333333333333333
8647044,1.0
8705535,1.3333333333333333
8242728,0.3333333333333333
8789737,0.6666666666666666
8807899,0.3333333333333333
8879010,0.3333333333333333
8933508,0.3333333333333333
8983711,0.3333333333333333
8986611,0.3333333333333333
8996173,0.3333333333333333
1216993,0.3333333333333333
4023064,1.0
4231218,0.6666666666666666
9137401,0.3333333333333333
9145004,0.3333333333333333
5537924,0.3333333333333333
9172209,0.3333333333333333
9210324,0.3333333333333333
3488397,0.3333333333333333
9277975,0.3333333333333333
9290112,0.3333333333333333
5883486,0.3333333333333333
2444553,0.6666666666666666
9551147,0.3333333333333333
3275902,0.3333333333333333
9570589,0.3333333333333333
9597850,0.3333333333333333
9643400,0.3333333333333333
9644407,0.3333333333333333
8108510,0.3333333333333333
9696587,0.3333333333333333
9699624,0.3333333333333333
9548677,0.3333333333333333
9738650,0.3333333333333333
8276432,0.3333333333333333
9790541,0.3333333333333333
1985408,0.3333333333333333
82175,0.3333333333333333
9940609,0.3333333333333333
4068912,1.3333333333333333
9278712,0.3333333333333333
5149901,0.3333333333333333
9594535,0.3333333333333333
1784424,0.3333333333333333
10189139,0.3333333333333333
7489861,0.3333333333333333
9250119,0.3333333333333333
10215430,0.3333333333333333
4618994,0.3333333333333333
10402340,0.3333333333333333
10516522,0.3333333333333333
10550853,0.3333333333333333
762655,0.6666666666666666
3048290,1.0
8447678,0.3333333333333333
10651006,1.3333333333333333
10654623,0.3333333333333333
6564220,0.3333333333333333
7649063,0.3333333333333333
2425848,0.3333333333333333
927713,0.3333333333333333
2541550,0.6666666666666666
10916450,0.3333333333333333
10940437,1.3333333333333333
10974652,0.3333333333333333
11116174,0.3333333333333333
2662680,0.3333333333333333
11342272,0.3333333333333333
11407661,0.3333333333333333
11479457,0.3333333333333333
11385250,0.3333333333333333
5002446,0.3333333333333333
7739367,0.3333333333333333
11650026,0.3333333333333333
1843216,0.6666666666666666
3447304,0.6666666666666666
8515277,0.3333333333333333
4615520,0.3333333333333333
7331716,0.3333333333333333
2933277,0.3333333333333333
12027564,0.3333333333333333
12028707,1.0
12077356,0.3333333333333333
12105600,0.3333333333333333
757672,0.3333333333333333
12183135,0.3333333333333333
12481365,0.3333333333333333
12641432,0.3333333333333333
11824804,0.3333333333333333
12791313,0.3333333333333333
12904592,0.3333333333333333
1890653,0.3333333333333333
13097473,0.3333333333333333
13253937,0.3333333333333333
845407,0.3333333333333333
9757922,0.3333333333333333
13440901,0.3333333333333333
13474925,0.3333333333333333
13492658,0.3333333333333333
13513088,0.3333333333333333
13569734,0.6666666666666666
13590063,0.3333333333333333
4294898,0.3333333333333333
13732037,0.3333333333333333
13742566,0.6666666666666666
13751801,0.3333333333333333
13841663,0.3333333333333333
